Job ID,Job Title,Salary Estimate,Job Description,Company Name,Rating,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
p38j17,"Lead, Data Scientist",$94K - $188K (Glassdoor est.),"About:
Macy’s is proudly America’s Department Store. For more than 160 years, Macy’s has served generations at every stage of their lives. Customers come to us for fashion, value and celebration. Now is an exciting time to join Macy’s, Inc. The face of retail is changing, and change requires innovation.
Macy's, Inc is building an Enterprise Data & Analytics team to further grow our capabilities in support of our mission to be a data-led, customer-centric company. This team will focus on accelerating impact from analytics, coordinating an enterprise-wide roadmap, and ensuring proper data governance and management. This team will lead the charge to execute on our vision to build profitable lifetime customer relationships by embedding data & analytics at the heart of everything we do.",Macy’s,3.4,"New York, NY",10000+ Employees,1858,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD)
p38j22,"Principal, Data Scientist",$89K - $191K (Glassdoor est.),"About:
Macy’s is proudly America’s Department Store. For more than 160 years, Macy’s has served generations at every stage of their lives. Our customers come to us for fashion, value and celebration.
Macy’s Marketing delivers a healthy, profitable customer franchise that is growing through engagement and acquisition. Our team leads strategic initiatives such as personalization and monetization, as well as our Star Rewards Loyalty program.
Take the helm of one of the world’s most beloved brands and help bring it to life for our customers. As part of our team, you’ll own, guide, and direct marketing efforts, motivating our customers to strengthen their relationship with our brand. Constantly creating, innovating, and exploring the new, you’ll drive customer engagement and loyalty while sparking excitement.",Macy’s,3.4,"New York, NY",10000+ Employees,1858,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD)
p38j24,Data Scientist,$94K - $149K (Glassdoor est.),"Are you passionate about creating an exceptional client experience?
Discover your opportunity with Union Bank®, a division of the Mitsubishi UFJ Financial Group (MUFG), the 5th largest financial group in the world. At Union Bank, we have our clients’ best interest in mind and draw on more than 160 years of experience to understand their distinct needs to tailor our solutions. We’re part of 180,000 colleagues around the globe striving to be the world’s most trusted financial group, knowing that trust starts with a culture of putting people first and empowering you to achieve your potential. Join Union Bank, where being inspired is expected and creating results is rewarded.
Job Summary:
The Data Scientist will be conducting statistical, diagnostic, and predictive analytics in partnership with our marketing, digital and product teams to turn data into critical information and knowledge that can be used to make business decisions. This individual must function in a fast-paced environment, be adaptable to the changing processes and technology related to the business intelligence and analytical space.",Union Bank,3.3,"Irvine, CA",5001 to 10000 Employees,1864,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD)
p38j26,Data Scientist,$83K - $148K (Glassdoor est.),"Data Scientist - (211704099)
Description

Job Title: Data Scientist
Location: Toronto
Who We Are
Just Energy is a consumer company focused on essential needs, including electricity and natural gas; health and well-being, such as water quality and filtration devices; and utility conservation, bringing energy efficient solutions and renewable energy options to consumers. Currently operating in the United States and Canada, Just Energy serves both residential and commercial customers. Just Energy is the parent company of Amigo Energy, EdgePower Inc., Filter Group Inc., Hudson Energy, Interactive Energy Group, Tara Energy, and Terrapass.",Just Energy,3.4,"Houston, TX",1001 to 5000 Employees,1997,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD)
p38j11,Data Scientist,$71K - $122K (Glassdoor est.),"General Summary/Purpose

The Clinical Research Core for the department of Anesthesiology and Critical Care Medicine is a key initiative supporting the strategic priority of Biomedical Discovery and the advance and integration of discovery, innovation, translation, and dissemination of biomedical research. The Core works closely with Precision Medicine initiatives (PMAP) within the department and across JHU. The Core will support clinical research, clinical research training, and patient safety and quality initiatives. The Sr. Research Data Manager will be responsible for database construction and management, programming, statistical analysis, and IT support for the Core. The Sr. Research Data Manager will supervise the conduct of and ACCM personnel engaged with clinical data extracts and exports for research and Q/I purposes, assuring security and confidentiality of data that are requested by faculty members from across ACCM.

Specific Duties & Responsibilities

Design, implement, and manage computerized systems for storage and analysis of complex research data.
Responsible for database creation and management including data checking and cleaning, data extraction and transfer, creation and maintenance of data dictionaries for datasets, merging data, creating and recoding variables to prepare data for analyses.
Create and maintains databases for archiving analytic results and other research information.
Assure quality control of the research data and proper design and implementation of databases.
Take primary responsibility and implement processes and procedures that maintain data security and confidentiality in accordance with all local, state, and federal regulations (e.g. HIPAA).
Supervise other ACCM personnel engaged with extraction and export of clinical data to be used for research and/or quality/improvement projects within ACCM
Write computer codes in a procedural-oriented computer language to collect data and accomplish statistical analyses; select the appropriate computing environment.
Analyze a variety of large and complex data sets using a variety of standard analytic techniques including regression, nonparametric methods, and machine learning approaches.
Present and summarize analyses in various formats including raw output, tables, and graphics, oral and written reports. Collaborate with faculty investigators to plan and implement analyses.
Utilize standard and non-standard biostatistical and database methods for the production of statistical analyses.
Maintain appropriate systems for database associated management. Keep abreast of technical and academic resources related to the methodology of data transfer, storage, and statistical analyses.
Make suggestions or provide solutions to problems related to data management and statistical analysis.
Participate in writing data management and statistical plans for grants.
Contribute to scientific manuscripts and presentations related to study results.

Minimum Qualifications

Bachelor's degree in related discipline.

Five years related experience.

Additional education may substitute for required experience, to the extent permitted by the JHU equivalency formula:

Preferred Qualifications

Master's degree in computer science, statistics, or related discipline is preferred.

Special Knowledge, Skills, and Abilities

Must have experience with management of large, complex datasets. Experience managing data derived from human subjects and/or clinical research is preferred. The candidate is expected to have advanced technical and programming skills with database software (e.g. SQL, Access); query/report building tools (e.g. SQL Reporting Services); programming languages (Python, MATLAB); statistical packages (e.g. R, STATA, SAS); and knowledge of data management, relational databases, data warehouse concepts, query languages, and reporting structures. Knowledge of EPIC electronic health records data structures is a plus.

Sr. Research Data Manager
Data Scientist
ACRP/04/ME
$52,495 - $72,210: Commensurate with experience
Full Time
Monday-Friday, 8:30am - 5:00pm, Up to 37.5 hrs/ week
Exempt
04-MD: School of Medicine Campus
10002717-SOM Ane Research
School of Medicine

The successful candidate(s) for this position will be subject to a pre-employment background check.

If you are interested in applying for employment with The Johns Hopkins University and require special assistance or accommodation during any part of the pre-employment process, please contact the HR Business Services Office at jhurecruitment@jhu.edu . For TTY users, call via Maryland Relay or dial 711.

The following additional provisions may apply depending on which campus you will work. Your recruiter will advise accordingly.

During the Influenza (""the flu"") season, as a condition of employment, The Johns Hopkins Institutions require all employees who provide ongoing services to patients or work in patient care or clinical care areas to have an annual influenza vaccination or possess an approved medical or religious exception. Failure to meet this requirement may result in termination of employment.

The pre-employment physical for positions in clinical areas, laboratories, working with research subjects, or involving community contact requires documentation of immune status against Rubella (German measles), Rubeola (Measles), Mumps, Varicella (chickenpox), Hepatitis B and documentation of having received the Tdap (Tetanus, diphtheria, pertussis) vaccination. This may include documentation of having two (2) MMR vaccines; two (2) Varicella vaccines; or antibody status to these diseases from laboratory testing. Blood tests for immunities to these diseases are ordinarily included in the pre-employment physical exam except for those employees who provide results of blood tests or immunization documentation from their own health care providers. Any vaccinations required for these diseases will be given at no cost in our Occupational Health office.

Equal Opportunity Employer
Job Postings are updated daily and remain online until filled.

EEO is the Law


https://www.eeoc.gov/sites/default/files/migrated_files/employers/poster_screen_reader_optimized.pdf",Johns Hopkins University,4.3,"Baltimore, MD",10000+ Employees,1876,College / University,Colleges & Universities,Education,$2 to $5 billion (USD)
p38j13,Data Scientist,$79K - $129K (Glassdoor est.),"Job Description

RESPONSIBILITIES
Develop and code models by applying algorithms to large structured as well as unstructured data sets for our more complex projects. Develop visualization products to share analysis across a large group of business users.
Design strategies and propose algorithms to analyze and leverage data from existing as well as new data sources.
Continuously seek out industry best practices and develop skills to create new capabilities for data analytics at clients to improve business decisions.
Network with business stakeholders to develop a pipeline of data science projects aligned with business strategies. Translate complex and ambiguous business problems into project charters clearly identifying technical risks and project scope.",Hitachi Solutions,3.6,"Chicago, IL",10000+ Employees,1910,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
p39j1,Data Scientist,$82K - $142K (Glassdoor est.),"The Data Scientist supports the development of statistical mod will enable future growth and profitability for our book of business through appropriate pricing, underwriting and risk segmentation. He/she will report to the Manager of Data Science and will be involved in research, development and implementation of analytical solutions based on statistical models.
Essential Functions and Responsibilities
Performs data mining and data cleansing tasks.
Prepare datasets for modeling through balancing and validation.
Produces predictive models which enable the creation of rating plans and evaluation of risk.
Assists decision makers with studies that evaluate new business models to evaluate customers’ profitability including customers and/or risk segmentation, retention and lifetime value modeling.",Plymouth Rock Assurance,4.0,"Woodbridge, NJ",1001 to 5000 Employees,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD)
p39j2,Data Scientist,$101K - $187K (Glassdoor est.),"In this role, your primary responsibility will be to partner with key stakeholders and lead the development of an analytics program to support and enable the continued growth critical to Facebook's Data Center organization. As we plan to grow our Data Center organization, we need to leverage data to drive decisions and introduce automation, predictability & optimization to allow us to operate efficiently and reliably at scale. You will be responsible for creating end to end analytics programs, from data sourcing to surfacing insights and driving action, for various aspects of Facebook's global data center operations. You will also help translate data and identify efficiency opportunities. You will be expected to use data to provide meaningful recommendations and actionable strategies to key stakeholders, and develop best practices, including streamlining of data sources and related programmatic initiatives. The ideal candidate will have a passion for working in white space and creating impact from the ground up in a fast-paced environment. Additionally, you will have a proven track record of thought leadership and impact in developing similar analytics and metrics-based programs.",Facebook,4.3,"Fremont, CA",10000+ Employees,2004,Company - Public,Internet,Information Technology,$10+ billion (USD)
p39j4,Data Scientist,$58K - $125K (Glassdoor est.),"Qualifications:
2+ years of experience leading work streams with 2+ data scientists, engineers, and other data & analytics professionals, including innovation, quality management, utilizing analytics and software development processes for natural language processing, machine learning on unstructured data, and/or information retrieval; multidisciplinary backgrounds..
Masters or PhD in Computer Science, Engineering, or related fields; PhD preferred.
Ability to apply artificial intelligence techniques to achieve concrete business goals and work with the business and team members to understand business objectives, available resources, and constraints around data (sources, integrity, and definitions), processing platforms, and security; provide assistance and resolve problems using solid problem-solving skills and verbal/written communication.",Brilliant Infotech,5.0,"Ewing, NJ",51 to 200 Employees,2007,Company - Private,IT Services,Information Technology,$5 to $10 million (USD)
p39j5,"Principal, Data Scientist",$89K - $191K (Glassdoor est.),"About:
Macy’s is proudly America’s Department Store. For more than 160 years, Macy’s has served generations at every stage of their lives. Our customers come to us for fashion, value and celebration.
Macy’s Marketing delivers a healthy, profitable customer franchise that is growing through engagement and acquisition. Our team leads strategic initiatives such as personalization and monetization, as well as our Star Rewards Loyalty program.
Take the helm of one of the world’s most beloved brands and help bring it to life for our customers. As part of our team, you’ll own, guide, and direct marketing efforts, motivating our customers to strengthen their relationship with our brand. Constantly creating, innovating, and exploring the new, you’ll drive customer engagement and loyalty while sparking excitement.",Macy’s,3.4,"New York, NY",10000+ Employees,1858,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD)
p39j6,Data Scientist,$94K - $149K (Glassdoor est.),"Are you passionate about creating an exceptional client experience?
Discover your opportunity with Union Bank®, a division of the Mitsubishi UFJ Financial Group (MUFG), the 5th largest financial group in the world. At Union Bank, we have our clients’ best interest in mind and draw on more than 160 years of experience to understand their distinct needs to tailor our solutions. We’re part of 180,000 colleagues around the globe striving to be the world’s most trusted financial group, knowing that trust starts with a culture of putting people first and empowering you to achieve your potential. Join Union Bank, where being inspired is expected and creating results is rewarded.
Job Summary:
The Data Scientist will be conducting statistical, diagnostic, and predictive analytics in partnership with our marketing, digital and product teams to turn data into critical information and knowledge that can be used to make business decisions. This individual must function in a fast-paced environment, be adaptable to the changing processes and technology related to the business intelligence and analytical space.",Union Bank,3.3,"Irvine, CA",5001 to 10000 Employees,1864,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD)
p39j7,Data Scientist,$83K - $148K (Glassdoor est.),"Data Scientist - (211704099)
Description

Job Title: Data Scientist
Location: Toronto
Who We Are
Just Energy is a consumer company focused on essential needs, including electricity and natural gas; health and well-being, such as water quality and filtration devices; and utility conservation, bringing energy efficient solutions and renewable energy options to consumers. Currently operating in the United States and Canada, Just Energy serves both residential and commercial customers. Just Energy is the parent company of Amigo Energy, EdgePower Inc., Filter Group Inc., Hudson Energy, Interactive Energy Group, Tara Energy, and Terrapass.",Just Energy,3.4,"Houston, TX",1001 to 5000 Employees,1997,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD)
p39j8,Research Data Scientist,$96K - $154K (Glassdoor est.),"The Infrastructure Quantitative Engineering group uses statistical and machine learning techniques to support the operations and enable the continued growth of Facebook’s infrastructure. We partner with teams supporting all of Facebook’s infrastructure, focusing on long-term strategic initiatives that make Facebook infrastructure more efficient, reliable, and scalable. We are “full-stack” data scientists, helping to establish product requirements, gather data, design experiments, create models, build software tools and communicate findings. We are looking for hands-on experienced data scientists who can collaborate effectively with partner engineering organizations, fellow data scientists and leadership.
As a Research Data Scientist, you will need to develop subject matter expertise, build trust with partners, recognize the biggest opportunities, create and drive strategy, and leverage data science methodologies to solve hard problems. In your work, you may provide guidance and coordinate with other data scientists to help achieve the goals in broad areas of operation.",Facebook,4.3,"Washington, DC",10000+ Employees,2004,Company - Public,Internet,Information Technology,$10+ billion (USD)
p39j10,"Data Scientist, Product Analytics",$97K - $155K (Glassdoor est.),"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.Were looking for Data Scientists to work on our core and business products (ex. Instagram, Messenger, FB App, Ads, WhatsApp, Integrity, etc.) to help shape the future of what we build at Facebook. You will enjoy working with one of the richest data sets in the world, cutting edge technology, and the ability to see your insights turned into real products on a regular basis. You should have a background in a quantitative or technical field, experience working with large data sets, and experience in data-driven decision making. You are focused on results, a self-starter, and have demonstrated success in using analytics to drive the understanding, growth, and success of a product.
(Colorado only*) Minimum salary of $167,000/year + bonus + equity + benefits *Note: Disclosure as required by sb19-085(8-5-20)",Facebook,4.3,"Washington, DC",10000+ Employees,2004,Company - Public,Internet,Information Technology,$10+ billion (USD)
p39j13,Data Scientist,$62K - $122K (Glassdoor est.),"If you love solving problems with Statistics and Machine Learning and want to apply your skills to some of the largest data sets in existence, then come join the leading independent Data Management Technology company as their newest Data Scientist. Lotame is looking for a highly creative and intelligent problem solver to design and prototype the company’s algorithms, applying them against Terabytes of daily ingested data and Petabyte-sized sets. Candidates for this position must be knowledgeable with distributed open source technologies and NoSQL platforms such as Hadoop, Hive, and Spark. They are experienced in core Machine Learning techniques of estimation, regression, and clustering, as well as the practical means of executing those using tools such as R, MLLib, or scikit-learn. Lotame’s Data Scientists operate in environments where there is ambiguity in how to solve a problem, uncertainty that a solution even exists, but great benefit to discovering a solution.",LOTAME,4.1,"Elkridge, MD",51 to 200 Employees,2006,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD)
p39j14,Data Scientist,$68K - $135K (Glassdoor est.),"ICR has opportunities available for experienced and motivated Data Scientists. If you are interested in talking with us to find out more about this position and how you can take your career to the next level, send us an email at contact@icr-team.com today.
Required Skills and Qualifications
Active Top Secret Security Clearance with SSBI.
Bachelors Degree in Mathematics, Physics, Statistics or related field.
Minimum five (5) years of professional software / algorithm development.
Experience with software development lifecycle and use of associated tools.
Proficient in Python, R, Matlab, Lua, or other data science-centric programming language.",ICR,4.1,"Denver, CO",201 to 500 Employees,1998,Company - Private,Financial Analytics & Research,Finance,Unknown / Non-Applicable
p39j15,Data Scientist,$59K - $113K (Glassdoor est.),"Data Scientist
$2,500 bonus for new employees who start by June 30, 2021*
Certified Collectibles Group (CCG) is seeking an experienced Data Scientist supporting our fast-paced domestic and international multi-company organization.
Specific responsibilities include:
Analyzing internal processes such as receiving, grading, and shipping
Membership analysis - signups, churn, upgrades
Competitor analysis
User cohort analysis
Predictive modelling
Data structuring",Certified Collectibles Group,4.1,"Sarasota, FL",201 to 500 Employees,1987,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
p39j18,Data Scientist,$90K - $145K (Glassdoor est.),"Responsibilities
Company Description

Citi Ventures mission is to drive customer-focused innovation and cultural transformation that delivers new growth and value for Citi. At Citi Ventures, we invest in startups, pilot new technologies, and test new solutions and business models with the potential to transform the future of financial services. The Studio team in Citi Ventures develops digital products and services that foster economic vitality for people and communities. Based in San Francisco and New York, the team includes designers, ux researchers, product managers, software engineers, data scientists, and strategists working in a fast-paced, collaborative, startup environment with the backing of a major financial institution.



We are building a new team in Citi Ventures Studio to promote the use of technology in reducing bias and delivering more equitable outcomes to communities of color. This team will have a dual focus on inclusive user experience and the role of data in reducing bias and creating equity, and will be a key part of Citis Action for Racial Equity initiative. We are looking for a Data Scientist to join this group and help build solutions that empower people and communities of color and establish a center of excellence on technology, data, and racial equity. This role will report to a Senior Data Scientist in Citi Ventures Studio.


-------------------------------------------------



Technology

-------------------------------------------------



Data Science

------------------------------------------------------



------------------------------------------------------

Citi is an equal opportunity and affirmative action employer.

Qualified applicants will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

Citigroup Inc. and its subsidiaries (""Citi) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review .

View the """" poster. View the .

View the .

View the",Citibank,3.9,"San Francisco, CA",1001 to 5000 Employees,-1,Company - Private,Lending,Finance,Unknown / Non-Applicable
p39j19,Data Scientist,$68K - $128K (Glassdoor est.),"Job Title: Data Scientist
Location: Irving, TX
Duration: Fulltime
Required Skills:
Interactive chatbot using Natural Language Processing (NLTK) and Deep Learning (Keras)
Deep Learning Convolutional Neural Network model to estimate the age and gender of facial images
Knowledge on Knowledge graph, Fundamental Naming & Ranking models
Study and transform data science prototypes",1Point Soultions,-1,"Irving, TX",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
p39j20,"Data Scientist, Small Business Group",$108K - $174K (Glassdoor est.),"The Small Business Group (SBG) contributes directly to Facebook’s mission by connecting small businesses with their customers and helping them grow through solutions like pages, advertising, and offers. We succeed when we help our customers grow their business. The SBG team is searching for a Data Scientist. The Data Scientist will use data analysis to understand customer profiles, produce reports to track our business, build models to provide insight into the Small Business customer base, identify opportunities, and impact the strategy of our Product, Marketing, and Sales teams. Ideal candidates love breaking down problems, building solutions, delivering actionable and data-driven insights, and working in a fast-paced, dynamic environment.
Take advantage of massive amounts of structured data to understand how our customers interact with our product and service offerings
Proactively identify opportunities to improve the experience of businesses on the Facebook family of apps using data science",Facebook,4.3,"San Francisco, CA",10000+ Employees,2004,Company - Public,Internet,Information Technology,$10+ billion (USD)
p39j21,Data Scientist,$67K - $119K (Glassdoor est.),"Company Description

Why MMIT? At MMIT (https://www.mmitnetwork.com/), we provide our healthcare clients with a transparent, structured view of complex drug coverage information. We are a company that values:
Collaborative teams focused on meeting goals and delivering value
Continuous learning and opportunity to grow
We answer the “what” and the “why” related to drug coverage and reimbursement, leveraging technology, research and industry experts to make sense of how and why specific pharmaceutical drugs are covered. Physicians and pharmacies use our data and applications to understand what drugs are available to patients and how they are covered by health plans. Pharmaceutical manufacturers trust our data to understand how their drug and competitive drugs are covered, which helps forecast performance and tune strategy.",MMIT,4.3,"Yardley, PA",201 to 500 Employees,1994,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
p39j22,Data Scientist,$72K - $122K (Glassdoor est.),"We’d love to hear from you if you are looking for:
Start-up energy working with a brilliant and passionate team
$300 billion market opportunity
Exponential growth (6 straight quarters of 50-100%+ quarter over quarter growth)
Open communication environment based on high integrity values
Rockstar teammates. You will be working with a strong team with prior work experience at Amazon, Microsoft, Alibaba, Nivida, Huawei, etc.
About jerry.ai:

Jerry.ai is building the first financial platform for your car that helps people optimize the cost and experience of owning a car (making ownership easy & affordable). We have started with helping people optimize the cost of car insurance and our vision is to help people in every aspect of car ownership. Since our product launch, we have been growing really fast for the past 18 months and our users love the product (rating 4.5 in the app store).

Jerry.ai is founded by serial entrepreneurs who previously built and scaled YourMechanic (“Uber for car repair,” the nation’s largest on-demand car repair company). We are based in Silicon Valley and have offices in Palo Alto, Toronto, and Buffalo. We are backed by Y-combinator, SV Angel, Funders Club, and many other prominent Silicon Valley Investors.",Jerry,3.3,"Boston, MA",51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
p39j23,Data Scientist,$66K - $122K (Glassdoor est.),"Citizenship: Must be a US Citizen

Clearance Required: None to Start

Job Summary
This position will provide technology, operations, and strategy support to partners in Weapon System Sustainment (WSS), a Logistics Research and Development (R&D) program under the DLA R&D Program. WSS’s strategic focus is to support business process re-engineering and systems through applied research and development of emergent and disruptive technologies, such as artificial intelligence and machine learning (AI/ML), to improve DLA’s logistics services to the military Services as well as several civilian agencies and foreign countries. WSS executes R&D projects to support DLA headquarters business units (J3, J4, J6, and J7), Major Subordinate Commands (MSCs: DLA Land and Maritime; DLA Aviation; DLA Troop Support), and the Defense Logistics Information Service (DLIS).",Azimuth Corporation,4.5,"Wright Patterson AFB, OH",51 to 200 Employees,2001,Company - Private,Federal Agencies,Government,$5 to $10 million (USD)
p39j24,Data Scientist,$102K - $174K (Glassdoor est.),"Pixelberry Studios develops story-driven mobile games. We’ve had a lot of commercial success - our first three releases have made the Top Grossing charts - but we also try hard to make a positive difference in our players’ lives and the world at large. For instance, we’ve developed special content to raise money and awareness for nonprofits like the Cybersmile Foundation and the National Eating Disorders Association, and we are even collaborating with the United Nations on a climate change initiative. We think games can and should be a powerful force for good, and our company culture reflects that mindset.
We’re looking for a talented Data Scientist to work closely with our data team and business stakeholders to upgrade our reporting system and answer our many Game Analytics, Business Intelligence, and User Acquisition questions. The ideal candidate will combine an extremely sharp analytical mindset with solid technical skills; a love of games and interactive entertainment; and a penchant to learn and grow and to help others do the same. Due to the COVID-19 pandemic, we are operating remotely at this time. Once we resume onsite operations, position is expected to work out of Mountain View, CA.",Pixelberry Studios,4.5,"Mountain View, CA",51 to 200 Employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
p39j25,Data Scientist,$64K - $115K (Glassdoor est.),"Barbaricum seeks an experienced Data Scientist to provide support to an Intelligence Community customer charged with developing strategic-level Measures of Performance (MOP) and Measures of Effectiveness (MOE) analyses for use in program and operational evaluations, planning, and development. These analyses will include utilize relevant and appropriate tools and methodologies, such as audience identification, segmentation, engagement measurement tools, and other tools adapted from commercial marketing methods, as well as quantitative methods, such as data analytics, statistics, modeling, and machine learning. Specifically, Data Scientists will apply data science expertise in support of Measures of Performance/Measures of Effectiveness (MOP/E) methodology, media research, media analysis, and quantitative and qualitative metrics analysis.
Qualifications",Barbaricum,4.4,"McLean, VA",51 to 200 Employees,2008,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
p39j30,Data Scientist,$111K - $175K (Glassdoor est.),"Company Description

Wish is a mobile e-commerce platform that flips traditional shopping on its head. We connect hundreds of millions of people with the widest selection of delightful, surprising, and—most importantly—affordable products delivered directly to their doors. Each day on Wish, millions of customers in more than 160 countries around the world discover new products. For our over 1 million merchant partners, anyone with a good idea and a mobile phone can instantly tap into a global market.

We're fueled by creating unique products and experiences that give people access to a new type of commerce, where all are welcome. If you’ve been searching for a supportive environment to chase your curiosity and use data to investigate the questions that matter most to you, this is the place.

Additional Information

Wish values diversity and is committed to creating an inclusive work environment. We provide equal employment opportunity for all applicants and employees. We do not discriminate based on any legally-protected class or characteristic. Employment decisions are made based on qualifications, merit, and business needs. If you need assistance or accommodation due to a disability, please let your recruiter know. For job positions in San Francisco, CA, and other locations where required, we will consider for employment qualified applicants with arrest and conviction records.

Individuals applying for positions at Wish, including California residents, can see our privacy policy here.",Wish,3.4,"San Francisco, CA",501 to 1000 Employees,2010,Company - Public,Other Retail Stores,Retail,$1 to $2 billion (USD)
p40j1,Data Scientist,$80K - $136K (Glassdoor est.),"Position Description:
XLA is looking for a Data Scientist to work onsite at a federal agency in Washington, D.C. The Data Scientist will support the establishment and capabilities of a Data Management and Analytics Unit. Specifically:

Assist with developing a Data Analysis Plan and Implementation
Help Formulate Objectives of the Analysis Study
Identify Potential Agency Components/Programs
Identify Responsible Parties for Data Collection and Data Analytics
Develop Analytical Questions
Develop Table of Contents for Analysis





Requirements:",XLA Associates,3.4,"Washington, DC",201 to 500 Employees,1989,Private Practice / Firm,Consulting,Business Services,$25 to $50 million (USD)
p40j2,Data Scientist,$63K - $118K (Glassdoor est.),"Data Scientist (Artificial Intelligence - A.I.)
Bethesda, Maryland
Benefits Offered: Vision, Medical, Dental, 401K
Employment Offered: Full Time
Job Description:
Looking for a Data Scientist to help develop an acquisition system that takes full advantage of Artificial Intelligence to enhance its capabilities. The program goal is to Enhance and Streamline the end to end process by utilizing new and emerging technologies such As Block-chain, Artificial intelligence (AI) and Robotic Process Automation.
Numerous Roles available in:
A.I. Model creation and ability to write APIs access be reporting and front end. Ability to assist and develop development models in code and Mongo database
EDUCATION/EXPERIENCE",Swain Techs,4.0,"Bethesda, MD",1 to 50 Employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD)
p40j4,Data Scientist,$64K - $135K (Glassdoor est.),"Description

Job Description:


Are you a Data Scientist that likes to perform research-level data analytics willing at our customer sites in the National Capital Region to support ongoing and future programs to advance the state of the art in research and advanced machine learning and data fusion applications in the areas of mission-focused big data analytics and predictive analytics? You will be designing and optimizing a Data Science platform to advance national security objectives, produce and analyze results, disseminate findings, and contribute to publications and presentations with actionable intelligence insights. Exciting right!!







External Referral Eligible
LInC

Eligible
No
Top Secret
Yes, 10% of the time
40
Day
Professional
Data Scientist
]]>",Leidos,3.9,"Washington, DC",10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
p40j6,Data Scientist,$53K - $103K (Glassdoor est.),"Description:

The Data Scientist will work with written and numerical information on company trends, volume of sales, customer experience and company activities. The Data Scientist will provide detailed reports on findings and identify areas for improvement, summarize data and provide recommendations to management and teams.

Qualifications:
At least 2 years experience working in Data Science or related field.
Proven aptitude for interpreting data and turning it into actionable plans.
Ability to prioritize workload in a busy, multi-task environment.
Our success is built on constant innovation and people who strive for excellence. If this sounds like you, you may just be the person we are looking for.","Digital Monitoring Products, Inc.",3.6,"Springfield, MO",201 to 500 Employees,1975,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$100 to $500 million (USD)
p40j8,Data Scientist,$62K - $123K (Glassdoor est.),"Data Scientist
Direct Hire in Ft. Lauderdale, FL or Atlanta, GA
ARC Group is currently seeking a Data Scientist to join an international client in either their Ft. Lauderdale, FL or Atlanta, GA offices.
They are looking for a Data Scientist to start work ASAP and since this is a direct hire they cannot sponsor or transfer visas, you MUST HAVE permanent work authorization (no C2C, no brokering). Applicant MUST be local to South Florida or Atlanta.
The Data Scientist will be an integral part in helping the organization by working with numerous departments to develop solutions for customers, make sure products are as needed, and that quality and performance of products are met.",ARC Group,5.0,"Fort Lauderdale, FL",51 to 200 Employees,1982,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
p40j9,Data Scientist,$80K - $123K (Glassdoor est.),"In February 2021, Constant Contact's former parent company, Endurance Group, was acquired by Clearlake Capital and Siris Capital. As part of this acquisition, Constant Contact was spun off to operate as a stand-alone business and Endurance has been dissolved.

We couldn't be more excited to continue the focus on building simple, yet powerful tools that help small businesses achieve their goals with our new partnership.

The Data Scientist will be a key member of the Analytics and Data Science team, serving as subject matter expert and energized by tackling big challenges in a complex business environment. You will not only dive deep to find the answers, but craft meaningful and articulate recommendations that can be discussed and acted upon with your peers. This person will contribute to our product strategy by designing and developing analytic initiatives driving user engagement, value creation, and productivity through the use of data.",Endurance International Group,4.0,"Waltham, MA",1001 to 5000 Employees,1997,Company - Public,Internet,Information Technology,$1 to $2 billion (USD)
